id	description	genome_fraction	observed_region_hits	fold_enrichment	p_value	p_adjust	mean_tss_dist	observed_gene_hits	gene_set_size	fold_enrichment_hyper	p_value_hyper	p_adjust_hyper	term_name_final	padj_final	fold_enrichment_final	dataset
GO:0050776	regulation of immune response	0.0710485088324452	1636	1.20614537071727	1.10713787155235e-14	2.35097614044795e-13	107792	607	891	1.0467997353414	0.0268687689310236	0.0931929944752156	regulation of immune response	2.35097614044795e-13	1.20614537071727	conserved_mouse_in_human
GO:0040029	epigenetic regulation of gene expression	0.0211333352999448	564	1.39792020729128	1.35686451344085e-14	2.87423617054483e-13	101774	213	277	1.18155094399454	1.21636829421413e-05	0.000145511826931814	epigenetic regulation of gene expression	2.87423617054483e-13	1.39792020729128	conserved_mouse_in_human
GO:0001666	response to hypoxia	0.0299052849187685	759	1.32942901718904	1.44252900784985e-14	3.04826385235423e-13	115280	230	284	1.24440604777313	2.12721704822818e-09	4.73714873432351e-08	response to hypoxia	3.04826385235423e-13	1.32942901718904	conserved_mouse_in_human
GO:0005996	monosaccharide metabolic process	0.0192018926794578	520	1.4185042062357	1.46763619287051e-14	3.0937913434661e-13	103374	190	255	1.14489599894012	0.000724852916382751	0.0051898990756671	monosaccharide metabolic process	3.0937913434661e-13	1.4185042062357	conserved_mouse_in_human
GO:0022603	regulation of anatomical structure morphogenesis	0.100554843312004	2243	1.16841628751916	1.5851244397876e-14	3.33336701199887e-13	127539	619	794	1.19790606491252	5.10852394730904e-16	2.42445521761634e-14	regulation of anatomical structure morphogenesis	3.33336701199887e-13	1.16841628751916	conserved_mouse_in_human
GO:0009299	mRNA transcription	0.00426599270817463	159	1.95230801799941	1.67156955148597e-14	3.50666221126948e-13	81154	49	57	1.32091186581318	0.000361818581308221	0.00285672216241991	mRNA transcription	3.50666221126948e-13	1.95230801799941	conserved_mouse_in_human
GO:0030855	epithelial cell differentiation	0.0805925038546622	1832	1.19069942256271	1.69323169583611e-14	3.54354633212931e-13	142777	497	717	1.06509868917034	0.00803771634330378	0.0364530373063151	epithelial cell differentiation	3.54354633212931e-13	1.19069942256271	conserved_mouse_in_human
GO:1901990	regulation of mitotic cell cycle phase transition	0.0291303464117974	741	1.33242840083476	1.92488955470374e-14	4.01866965927933e-13	126773	255	309	1.2680439845185	5.86493397735298e-12	1.85901283187265e-10	regulation of mitotic cell cycle phase transition	4.01866965927933e-13	1.33242840083476	conserved_mouse_in_human
GO:0042594	response to starvation	0.0190602368105596	516	1.41805387783678	1.94542140289496e-14	4.05078117603964e-13	93552	176	222	1.21818237156075	2.42771934229679e-06	3.40076491739478e-05	response to starvation	4.05078117603964e-13	1.41805387783678	conserved_mouse_in_human
GO:0032966	negative regulation of collagen biosynthetic process	0.00065678182848199	48	3.82817190202234	1.94959876981528e-14	4.05078117603964e-13	41585	12	13	1.41837318087318	0.029919559440665	0.101148841472237	negative regulation of collagen biosynthetic process	4.05078117603964e-13	3.82817190202234	conserved_mouse_in_human
GO:0180055	response to metal ion starvation	0.000316560132402335	33	5.46045765207468	1.97461311059766e-14	4.09296297506938e-13	37505	6	8	1.15242820945946	0.429695669647276	0.580258572200632	response to metal ion starvation	4.09296297506938e-13	5.46045765207468	conserved_mouse_in_human
GO:0110020	regulation of actomyosin structure organization	0.0122491197141762	358	1.53090933008448	2.01890944549111e-14	4.17481631764054e-13	111523	86	94	1.40579895054629	2.48095512097026e-09	5.48272143145717e-08	regulation of actomyosin structure organization	4.17481631764054e-13	1.53090933008448	conserved_mouse_in_human
GO:0045834	positive regulation of lipid metabolic process	0.013955315890312	398	1.49387659423661	2.1897736505666e-14	4.51738340977931e-13	152587	109	136	1.23151641991256	8.44033340887446e-05	0.0008051655898291	positive regulation of lipid metabolic process	4.51738340977931e-13	1.49387659423661	conserved_mouse_in_human
GO:0051788	response to misfolded protein	0.00141091034592232	75	2.78440989006244	2.20956493811491e-14	4.54741030510141e-13	48479	21	23	1.40295608108108	0.00439394283341984	0.0223166043907902	response to misfolded protein	4.54741030510141e-13	2.78440989006244	conserved_mouse_in_human
GO:0007265	Ras protein signal transduction	0.0120927940842842	354	1.53337340524603	2.29431192437818e-14	4.71066171707434e-13	156041	83	112	1.13870882601351	0.0260151746725755	0.0906304821625824	Ras protein signal transduction	4.71066171707434e-13	1.53337340524603	conserved_mouse_in_human
GO:0071218	cellular response to misfolded protein	0.00135206314179121	73	2.82811593415208	2.30363568496592e-14	4.71864998205873e-13	49672	19	21	1.39023085585586	0.00876306371752765	0.0392103082878556	cellular response to misfolded protein	4.71864998205873e-13	2.82811593415208	conserved_mouse_in_human
GO:0008064	regulation of actin polymerization or depolymerization	0.0128965455064379	373	1.51497951061672	2.31036038428029e-14	4.72128939705277e-13	80844	119	144	1.26980515671922	2.27156760265311e-06	3.21836290848976e-05	regulation of actin polymerization or depolymerization	4.72128939705277e-13	1.51497951061672	conserved_mouse_in_human
GO:0006310	DNA recombination	0.0225882450570982	595	1.37976713887656	2.4565857913855e-14	5.00832103243735e-13	101782	264	334	1.21453511895129	1.36535776892454e-08	2.77059164091347e-07	DNA recombination	5.00832103243735e-13	1.37976713887656	conserved_mouse_in_human
GO:0032784	regulation of DNA-templated transcription elongation	0.00577099785242358	198	1.79715526658065	2.78791694566135e-14	5.67050554404421e-13	74734	85	95	1.37482663584637	4.49549565764419e-08	8.54340914368486e-07	regulation of DNA-templated transcription elongation	5.67050554404421e-13	1.79715526658065	conserved_mouse_in_human
GO:0035967	cellular response to topologically incorrect protein	0.00994165702784169	302	1.59118064989639	2.81210872768297e-14	5.70634679904826e-13	87341	99	116	1.31138382455732	8.00747312587952e-07	1.24004148019204e-05	cellular response to topologically incorrect protein	5.70634679904826e-13	1.59118064989639	conserved_mouse_in_human
GO:1902533	positive regulation of intracellular signal transduction	0.116186194458778	2558	1.15323372770563	2.98451258076291e-14	6.0420726722438e-13	109119	842	1094	1.18262590172439	1.13850276616579e-18	6.59193101609993e-17	positive regulation of intracellular signal transduction	6.0420726722438e-13	1.15323372770563	conserved_mouse_in_human
GO:0006109	regulation of carbohydrate metabolic process	0.0156344604076381	436	1.46074670249709	3.35347473212132e-14	6.77323908104038e-13	143077	133	170	1.20214079888712	0.000127141425675056	0.00115383833018585	regulation of carbohydrate metabolic process	6.77323908104038e-13	1.46074670249709	conserved_mouse_in_human
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.0265916018973685	683	1.34538792556647	3.54491022371564e-14	7.14328197052675e-13	111735	208	313	1.02110784906312	0.326453408517432	0.505662181732458	immune response-regulating cell surface receptor signaling pathway	7.14328197052675e-13	1.34538792556647	conserved_mouse_in_human
GO:0042176	regulation of protein catabolic process	0.0336741567182525	838	1.30352274114997	3.83368970439876e-14	7.70731367655168e-13	111703	291	353	1.26669162966082	2.43704306030819e-13	8.93068311340784e-12	regulation of protein catabolic process	7.70731367655168e-13	1.30352274114997	conserved_mouse_in_human
GO:0071470	cellular response to osmotic stress	0.00491496087628187	175	1.86504496105274	4.09086676442286e-14	8.20535285196594e-13	116070	48	58	1.27164492078285	0.00240093915444642	0.0138552535258253	cellular response to osmotic stress	8.20535285196594e-13	1.86504496105274	conserved_mouse_in_human
GO:0002931	response to ischemia	0.00446403192855115	163	1.91263295544205	4.10277961502753e-14	8.21028593468066e-13	81849	50	59	1.3021787677508	0.000651787588238674	0.00472512116433423	response to ischemia	8.21028593468066e-13	1.91263295544205	conserved_mouse_in_human
GO:1903599	positive regulation of autophagy of mitochondrion	0.00155644921664571	79	2.65866402110542	4.78826358575215e-14	9.55863566760316e-13	140663	24	26	1.41837318087318	0.00152261016503516	0.00949308634840659	positive regulation of autophagy of mitochondrion	9.55863566760316e-13	2.65866402110542	conserved_mouse_in_human
GO:0071478	cellular response to radiation	0.0137371873181591	391	1.49090598961249	4.79857818200918e-14	9.55863566760316e-13	93373	136	172	1.21496307353865	4.20391382028505e-05	0.00044042209323493	cellular response to radiation	9.55863566760316e-13	1.49090598961249	conserved_mouse_in_human
GO:1904263	positive regulation of TORC1 signaling	0.00477362328622177	171	1.87637349393235	4.82968309955359e-14	9.59858071387252e-13	156491	55	67	1.26136420935861	0.00171127031899913	0.0104370665172103	positive regulation of TORC1 signaling	9.59858071387252e-13	1.87637349393235	conserved_mouse_in_human
GO:0035966	response to topologically incorrect protein	0.0133569911616312	382	1.49804909536881	4.99991851605907e-14	9.91422198903493e-13	82801	139	163	1.31032737108274	5.42735407009494e-09	1.14409150725181e-07	response to topologically incorrect protein	9.91422198903493e-13	1.49804909536881	conserved_mouse_in_human
GO:0032963	collagen metabolic process	0.00767368951146977	245	1.67237313984772	5.56971550072291e-14	1.1018901850519e-12	94453	68	101	1.03452301311212	0.359054219056995	0.531231205956092	collagen metabolic process	1.1018901850519e-12	1.67237313984772	conserved_mouse_in_human
GO:0042593	glucose homeostasis	0.0246408862167134	638	1.35623727927513	6.16085470300298e-14	1.21606870671775e-12	140684	186	243	1.17614072405739	6.79457162766895e-05	0.000669057308234749	glucose homeostasis	1.21606870671775e-12	1.35623727927513	conserved_mouse_in_human
GO:1902652	secondary alcohol metabolic process	0.0100549884629827	303	1.5784556145427	6.4054410722859e-14	1.26147972137875e-12	89007	111	148	1.15242820945946	0.00605070034041079	0.0287947027158727	secondary alcohol metabolic process	1.26147972137875e-12	1.5784556145427	conserved_mouse_in_human
GO:0033500	carbohydrate homeostasis	0.024700175266761	639	1.35510249716627	6.8149718366299e-14	1.33909571043282e-12	140465	187	244	1.17761789709792	5.72045795390269e-05	0.000577028772702031	carbohydrate homeostasis	1.33909571043282e-12	1.35510249716627	conserved_mouse_in_human
GO:0036293	response to decreased oxygen levels	0.0312944512033613	784	1.3122604657669	7.06090378665646e-14	1.38428779654879e-12	113774	240	295	1.25009161704077	4.07365493628227e-10	1.04984252586384e-08	response to decreased oxygen levels	1.38428779654879e-12	1.3122604657669	conserved_mouse_in_human
GO:0002263	cell activation involved in immune response	0.0243510492521276	631	1.35732235677493	7.36372422327788e-14	1.44040416394523e-12	116764	209	307	1.04606947134431	0.146465043159951	0.296653194926347	cell activation involved in immune response	1.44040416394523e-12	1.35732235677493	conserved_mouse_in_human
GO:0006367	transcription initiation at RNA polymerase II promoter	0.0109064691158642	323	1.55127813344542	7.82957126610653e-14	1.5280859875536e-12	76016	137	173	1.21682207858147	3.42648320846337e-05	0.000366490229870743	transcription initiation at RNA polymerase II promoter	1.5280859875536e-12	1.55127813344542	conserved_mouse_in_human
GO:0010713	negative regulation of collagen metabolic process	0.000683034896752539	48	3.68103262879777	7.86349649258532e-14	1.53126607708752e-12	41585	12	14	1.31706081081081	0.0847845193049561	0.205570505349956	negative regulation of collagen metabolic process	1.53126607708752e-12	3.68103262879777	conserved_mouse_in_human
GO:1904951	positive regulation of establishment of protein localization	0.0287082977794738	727	1.32647262253128	7.91321154084225e-14	1.53409405727599e-12	127515	242	312	1.19182746448371	9.56494236151675e-07	1.45739516508374e-05	positive regulation of establishment of protein localization	1.53409405727599e-12	1.32647262253128	conserved_mouse_in_human
GO:0044843	cell cycle G1/S phase transition	0.0251274317578488	648	1.35082231395859	7.93410659763836e-14	1.53409405727599e-12	132630	196	233	1.29256611761977	5.61601671324905e-11	1.63127441988522e-09	cell cycle G1/S phase transition	1.53409405727599e-12	1.35082231395859	conserved_mouse_in_human
GO:0006810	transport	0.347719166002026	7127	1.07361717851235	7.93798545002688e-14	1.53409405727599e-12	111302	3024	4131	1.12481010422187	7.18666696668432e-37	1.35687396968812e-34	transport	1.53409405727599e-12	1.07361717851235	conserved_mouse_in_human
GO:0045444	fat cell differentiation	0.0306722671355968	770	1.31497098315068	7.94867387189631e-14	1.53409405727599e-12	142219	184	232	1.21865971575023	1.37426585578708e-06	2.02984676148143e-05	fat cell differentiation	1.53409405727599e-12	1.31497098315068	conserved_mouse_in_human
GO:0015031	protein transport	0.126111841210049	2753	1.14346181797874	8.08193039887539e-14	1.55635400253288e-12	112314	1113	1370	1.24832369550207	1.13056700649018e-42	2.72749290315755e-40	protein transport	1.55635400253288e-12	1.14346181797874	conserved_mouse_in_human
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.00106491708010954	62	3.04963047686869	8.43178050024125e-14	1.62013304523441e-12	112309	17	18	1.45120589339339	0.00465955093553338	0.0233246108790244	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	1.62013304523441e-12	3.04963047686869	conserved_mouse_in_human
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.0102046581504983	306	1.57070377723742	8.494768209197e-14	1.62863271295532e-12	122479	79	92	1.31944679054054	6.33903361235702e-06	8.21709058557026e-05	negative regulation of transforming growth factor beta receptor signaling pathway	1.62863271295532e-12	1.57070377723742	conserved_mouse_in_human
GO:0008593	regulation of Notch signaling pathway	0.0102941585001851	308	1.56722441256487	9.11191765024276e-14	1.7431058324308e-12	103275	78	94	1.27502695514664	9.55686571332195e-05	0.000899256540847249	regulation of Notch signaling pathway	1.7431058324308e-12	1.56722441256487	conserved_mouse_in_human
GO:0101023	vascular endothelial cell proliferation	0.00249471650916313	107	2.24664213146477	9.27691708974632e-14	1.77076977855927e-12	84506	24	26	1.41837318087318	0.00152261016503516	0.00949308634840659	vascular endothelial cell proliferation	1.77076977855927e-12	2.24664213146477	conserved_mouse_in_human
GO:1901526	positive regulation of mitophagy	0.00142352235763638	74	2.72294424982864	9.48493406502247e-14	1.80650553409474e-12	149146	21	23	1.40295608108108	0.00439394283341984	0.0223166043907902	positive regulation of mitophagy	1.80650553409474e-12	2.72294424982864	conserved_mouse_in_human
GO:1901988	negative regulation of cell cycle phase transition	0.0196556541386453	525	1.39908185473078	9.6600378170172e-14	1.83582994399988e-12	100380	204	242	1.29529121063212	1.51139221425754e-11	4.63831850912604e-10	negative regulation of cell cycle phase transition	1.83582994399988e-12	1.39908185473078	conserved_mouse_in_human
GO:0031086	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	0.000637489024813802	46	3.77969226428536	1.03300515904708e-13	1.95887550356417e-12	209059	5	6	1.28047578828829	0.320542359881218	0.496683389039854	nuclear-transcribed mRNA catabolic process, deadenylation-independent decay	1.95887550356417e-12	3.77969226428536	conserved_mouse_in_human
GO:0009154	purine ribonucleotide catabolic process	0.0107240844486511	318	1.55323875129385	1.04669958429416e-13	1.98051980165464e-12	142047	97	128	1.16443266997466	0.00595678948978405	0.028410058604489	purine ribonucleotide catabolic process	1.98051980165464e-12	1.55323875129385	conserved_mouse_in_human
GO:0009185	ribonucleoside diphosphate metabolic process	0.00968540171452753	293	1.58460603043924	1.06454934495254e-13	2.00991544802451e-12	126537	102	127	1.2340963502873	0.000120963238435863	0.00110585865875313	ribonucleoside diphosphate metabolic process	2.00991544802451e-12	1.58460603043924	conserved_mouse_in_human
GO:0009895	negative regulation of catabolic process	0.0315445564163883	788	1.30849815667068	1.06887746759089e-13	2.01370950239195e-12	98074	291	363	1.23179654344427	1.44526498465642e-10	3.99749248144619e-09	negative regulation of catabolic process	2.01370950239195e-12	1.30849815667068	conserved_mouse_in_human
GO:0010745	negative regulation of macrophage derived foam cell differentiation	0.00085126721883706	54	3.32276152147851	1.26430599509494e-13	2.37673107519471e-12	62803	11	13	1.30017541580042	0.114241562174017	0.249908297796959	negative regulation of macrophage derived foam cell differentiation	2.37673107519471e-12	3.32276152147851	conserved_mouse_in_human
GO:0009191	ribonucleoside diphosphate catabolic process	0.00718238987166777	231	1.68466800012586	1.40983481852918e-13	2.64458215959523e-12	120272	82	104	1.21152709199584	0.00158817610211086	0.009782488969385	ribonucleoside diphosphate catabolic process	2.64458215959523e-12	1.68466800012586	conserved_mouse_in_human
GO:1901654	response to ketone	0.0232430358557148	604	1.36117952825158	1.56542999511087e-13	2.9301205835211e-12	125497	170	221	1.18197765072765	8.60314024001535e-05	0.000818381960400146	response to ketone	2.9301205835211e-12	1.36117952825158	conserved_mouse_in_human
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.00588590672514311	198	1.76206991857427	1.59515098212013e-13	2.97933038273406e-12	135352	52	56	1.42681587837838	1.22192070754811e-06	1.82972092156126e-05	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2.97933038273406e-12	1.76206991857427	conserved_mouse_in_human
GO:0050878	regulation of body fluid levels	0.034794545204378	857	1.29015229725358	1.64453014877162e-13	3.0649665970132e-12	103168	255	360	1.08840442004505	0.0112393698006983	0.0476630501557934	regulation of body fluid levels	3.0649665970132e-12	1.29015229725358	conserved_mouse_in_human
GO:0050790	regulation of catalytic activity	0.0542205664375939	1271	1.22787122714493	1.65124045449294e-13	3.07088294374116e-12	100379	413	529	1.19962911280846	2.97768074819957e-11	8.91764044762526e-10	regulation of catalytic activity	3.07088294374116e-12	1.22787122714493	conserved_mouse_in_human
GO:0045657	positive regulation of monocyte differentiation	0.000940340700435109	57	3.17512585248452	1.6694795876627e-13	3.09816885018175e-12	164071	8	9	1.36584084084084	0.122014858707509	0.254612937980471	positive regulation of monocyte differentiation	3.09816885018175e-12	3.17512585248452	conserved_mouse_in_human
GO:0150116	regulation of cell-substrate junction organization	0.00832714047531958	259	1.62920297838245	1.67720616036839e-13	3.10587110933891e-12	114567	60	69	1.33614864864865	3.70382640720783e-05	0.000393248561694377	regulation of cell-substrate junction organization	3.10587110933891e-12	1.62920297838245	conserved_mouse_in_human
GO:0043254	regulation of protein-containing complex assembly	0.0371242857073555	907	1.27973634157654	1.77207392321371e-13	3.27456638789597e-12	88801	325	411	1.21505001808378	2.6794623239144e-10	7.09086633421929e-09	regulation of protein-containing complex assembly	3.27456638789597e-12	1.27973634157654	conserved_mouse_in_human
GO:0016197	endosomal transport	0.0229054162167887	596	1.36294833772729	1.82796617006563e-13	3.37067647282802e-12	115580	234	279	1.28873692240628	1.481379888708e-12	4.87340315660188e-11	endosomal transport	3.37067647282802e-12	1.36294833772729	conserved_mouse_in_human
GO:0080135	regulation of cellular response to stress	0.049242169355024	1165	1.23925326066891	2.03165789704669e-13	3.73091073080733e-12	105109	429	515	1.2799785161375	9.129919435912e-21	6.24357088983431e-19	regulation of cellular response to stress	3.73091073080733e-12	1.23925326066891	conserved_mouse_in_human
GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	0.00160255335307057	79	2.58217645299914	2.03191799156231e-13	3.73091073080733e-12	225786	11	11	1.53657094594595	0.00885556725508503	0.0392401028624559	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3.73091073080733e-12	2.58217645299914	conserved_mouse_in_human
GO:0002248	connective tissue replacement involved in inflammatory response wound healing	0.000366922056749455	34	4.85373900943551	2.08698373672334e-13	3.82393539102156e-12	139175	6	6	1.53657094594595	0.0759437637217829	0.18991407656887	connective tissue replacement involved in inflammatory response wound healing	3.82393539102156e-12	4.85373900943551	conserved_mouse_in_human
GO:0071260	cellular response to mechanical stimulus	0.00745778548713196	237	1.6645995812485	2.21982552338531e-13	4.05877572012662e-12	80152	61	75	1.24974436936937	0.00153149383501333	0.00952839615977106	cellular response to mechanical stimulus	4.05877572012662e-12	1.6645995812485	conserved_mouse_in_human
GO:0007249	canonical NF-kappaB signal transduction	0.0288711040430773	727	1.3189925465659	2.26027004214354e-13	4.12404313361694e-12	105711	252	327	1.18414641705926	1.47435464868425e-06	2.15568520603076e-05	canonical NF-kappaB signal transduction	4.12404313361694e-12	1.3189925465659	conserved_mouse_in_human
GO:0009261	ribonucleotide catabolic process	0.0114275913125962	333	1.52637363420598	2.2673063937749e-13	4.12820881130712e-12	137608	103	135	1.17234672172172	0.00323278779744844	0.0175151353841795	ribonucleotide catabolic process	4.12820881130712e-12	1.52637363420598	conserved_mouse_in_human
GO:0001890	placenta development	0.0146414583459023	408	1.45964468144574	2.41563226760519e-13	4.38907243601486e-12	130053	116	149	1.19625657536731	0.00047842926938659	0.00364807568447984	placenta development	4.38907243601486e-12	1.45964468144574	conserved_mouse_in_human
GO:1904580	regulation of intracellular mRNA localization	0.000554360379182675	42	3.968518686532	2.51664524403904e-13	4.56306136627955e-12	207734	5	5	1.53657094594595	0.116710196415022	0.249908297796959	regulation of intracellular mRNA localization	4.56306136627955e-12	3.968518686532	conserved_mouse_in_human
GO:0038061	non-canonical NF-kappaB signal transduction	0.0100145612636525	299	1.56390577374619	2.61637629585623e-13	4.73400586031487e-12	90959	99	122	1.24688953810368	7.00295722413182e-05	0.000688016781579015	non-canonical NF-kappaB signal transduction	4.73400586031487e-12	1.56390577374619	conserved_mouse_in_human
GO:0010810	regulation of cell-substrate adhesion	0.0268914307750405	683	1.33038737929094	2.66894499785901e-13	4.81908260008431e-12	119557	171	210	1.25120777027027	1.17301676891542e-07	2.07911237510825e-06	regulation of cell-substrate adhesion	4.81908260008431e-12	1.33038737929094	conserved_mouse_in_human
GO:0006595	polyamine metabolic process	0.000841894162358065	53	3.29753712571539	2.80667557430415e-13	5.05725671428041e-12	62495	14	18	1.19511073573574	0.190399566911116	0.355082722487233	polyamine metabolic process	5.05725671428041e-12	3.29753712571539	conserved_mouse_in_human
GO:0009445	putrescine metabolic process	0.000393101257097144	35	4.663746477827	2.85460984574761e-13	5.1329785735648e-12	81315	7	8	1.3444995777027	0.170253098761843	0.325693427917755	putrescine metabolic process	5.1329785735648e-12	4.663746477827	conserved_mouse_in_human
GO:1903146	regulation of autophagy of mitochondrion	0.00324846955969601	127	2.04784103784238	2.97044393719821e-13	5.32476995402452e-12	108193	45	51	1.35579789348172	0.000168122253987911	0.00147489068271213	regulation of autophagy of mitochondrion	5.32476995402452e-12	2.04784103784238	conserved_mouse_in_human
GO:0006302	double-strand break repair	0.0246411959854222	633	1.34559154459686	2.97873934788992e-13	5.32476995402452e-12	121241	264	318	1.27564380418154	6.29935072255398e-13	2.17102623116592e-11	double-strand break repair	5.32476995402452e-12	1.34559154459686	conserved_mouse_in_human
GO:0009132	nucleoside diphosphate metabolic process	0.00990134420465006	296	1.56591749084254	2.97966401572357e-13	5.32476995402452e-12	125296	104	133	1.20152916073969	0.000692607199220927	0.00498912007660907	nucleoside diphosphate metabolic process	5.32476995402452e-12	1.56591749084254	conserved_mouse_in_human
GO:0009134	nucleoside diphosphate catabolic process	0.00724084152498614	231	1.67106852697621	3.05512244736027e-13	5.44840625365995e-12	120272	82	106	1.18866809026007	0.00424870243923973	0.0218731361498501	nucleoside diphosphate catabolic process	5.44840625365995e-12	1.67106852697621	conserved_mouse_in_human
GO:0022407	regulation of cell-cell adhesion	0.0527864683719972	1238	1.22848359155061	3.07528042828113e-13	5.47311690975853e-12	132041	338	456	1.13894951695116	1.71732080153414e-05	0.000198600947554248	regulation of cell-cell adhesion	5.47311690975853e-12	1.22848359155061	conserved_mouse_in_human
GO:0071496	cellular response to external stimulus	0.00756588353312071	239	1.65466306083294	3.15942067641103e-13	5.61136371669322e-12	79593	62	77	1.23723894348894	0.00227184155201562	0.0132422442142656	cellular response to external stimulus	5.61136371669322e-12	1.65466306083294	conserved_mouse_in_human
GO:0070482	response to oxygen levels	0.0335435541457745	827	1.29142073468406	3.62994968202637e-13	6.43390060987735e-12	112504	259	320	1.243662109375	2.3357134223361e-10	6.28039352104924e-09	response to oxygen levels	6.43390060987735e-12	1.29142073468406	conserved_mouse_in_human
GO:2001214	positive regulation of vasculogenesis	0.00146696010032963	74	2.64231591394851	3.90091740962997e-13	6.9000952551194e-12	148198	12	12	1.53657094594595	0.0057613301650204	0.0276754161964614	positive regulation of vasculogenesis	6.9000952551194e-12	2.64231591394851	conserved_mouse_in_human
GO:0051052	regulation of DNA metabolic process	0.0361528561427414	883	1.279350116112	3.96554589883144e-13	7.00015571775428e-12	85943	373	465	1.23256121040395	3.0840823565514e-13	1.12072197768406e-11	regulation of DNA metabolic process	7.00015571775428e-12	1.279350116112	conserved_mouse_in_human
GO:0035855	megakaryocyte development	0.00211781955958622	94	2.32493181721826	4.38362049586287e-13	7.72246328733652e-12	132622	20	22	1.39688267813268	0.00621635681708392	0.0293897980165345	megakaryocyte development	7.72246328733652e-12	2.32493181721826	conserved_mouse_in_human
GO:0002764	immune response-regulating signaling pathway	0.0421066992305791	1010	1.25643925896008	4.58202583164334e-13	8.05564662911384e-12	103757	358	522	1.05381685564875	0.0479601875349529	0.141726515393353	immune response-regulating signaling pathway	8.05564662911384e-12	1.25643925896008	conserved_mouse_in_human
GO:0022409	positive regulation of cell-cell adhesion	0.0346581040023474	850	1.28465185238243	4.86115520611835e-13	8.52836968178226e-12	145613	219	295	1.1407086005497	0.000425086816726776	0.00329044474444925	positive regulation of cell-cell adhesion	8.52836968178226e-12	1.28465185238243	conserved_mouse_in_human
GO:0045333	cellular respiration	0.0221887380554279	577	1.36211737351142	4.87054848838687e-13	8.52836968178226e-12	100506	240	295	1.25009161704077	4.07365493628227e-10	1.04984252586384e-08	cellular respiration	8.52836968178226e-12	1.36211737351142	conserved_mouse_in_human
GO:0018193	peptidyl-amino acid modification	0.0373090147450052	907	1.27339995171365	4.96441938397893e-13	8.6752479577177e-12	115989	307	377	1.25126599577031	1.17230889196422e-12	3.93108213386456e-11	peptidyl-amino acid modification	8.6752479577177e-12	1.27339995171365	conserved_mouse_in_human
GO:0071322	cellular response to carbohydrate stimulus	0.0157270227018692	431	1.43549630460889	5.16408474323999e-13	9.0060393564336e-12	171657	110	143	1.18197765072765	0.00144791527554908	0.00917224228165115	cellular response to carbohydrate stimulus	9.0060393564336e-12	1.43549630460889	conserved_mouse_in_human
GO:0006096	glycolytic process	0.0066399916707211	215	1.69606404533625	5.19067416474502e-13	9.03426956328868e-12	125793	75	95	1.2130823257468	0.00232609263711881	0.0134950665019217	glycolytic process	9.03426956328868e-12	1.69606404533625	conserved_mouse_in_human
GO:0046031	ADP metabolic process	0.0073221364079424	232	1.65966903744022	5.20606570247576e-13	9.0429361252004e-12	120311	83	104	1.22630181262994	0.000745769132748702	0.00530467233245084	ADP metabolic process	9.0429361252004e-12	1.65966903744022	conserved_mouse_in_human
GO:0010212	response to ionizing radiation	0.010247681279689	303	1.54877504094651	5.37131859160359e-13	9.31135767825892e-12	88069	111	135	1.26340277777778	7.97116731216935e-06	0.000100187537056716	response to ionizing radiation	9.31135767825892e-12	1.54877504094651	conserved_mouse_in_human
GO:0031347	regulation of defense response	0.0665418428578178	1523	1.19888189393609	5.45349211058455e-13	9.4203921628582e-12	105881	555	803	1.06201354296389	0.00746032703040022	0.034397449708799	regulation of defense response	9.4203921628582e-12	1.19888189393609	conserved_mouse_in_human
GO:0006644	phospholipid metabolic process	0.0305704662449305	761	1.30392891704178	5.45590933554137e-13	9.4203921628582e-12	113482	271	354	1.17630148686822	1.62855678837878e-06	2.36522001790463e-05	phospholipid metabolic process	9.4203921628582e-12	1.30392891704178	conserved_mouse_in_human
GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.0195400671788182	517	1.38591250361751	6.19876064143058e-13	1.06817928910366e-11	111220	174	222	1.20433939006574	1.01750155030238e-05	0.00012376752050947	positive regulation of canonical NF-kappaB signal transduction	1.06817928910366e-11	1.38591250361751	conserved_mouse_in_human
GO:1901798	positive regulation of signal transduction by p53 class mediator	0.00271602378483528	111	2.14072426751423	6.32321711587147e-13	1.08746813170978e-11	110828	30	34	1.35579789348172	0.00223120248197451	0.0130140990973463	positive regulation of signal transduction by p53 class mediator	1.08746813170978e-11	2.14072426751423	conserved_mouse_in_human
GO:0046032	ADP catabolic process	0.00701570945677365	224	1.67242921516014	6.3830534089107e-13	1.09558930546224e-11	122918	78	98	1.22298503861004	0.00123967359002213	0.00806198049118209	ADP catabolic process	1.09558930546224e-11	1.67242921516014	conserved_mouse_in_human
